573.12900	sensitive
573.13403	sensitive
573.13408	sensitive
573.13411	sensitive
573.13057	sensitive
573.13591	sensitive
573.13050	sensitive
573.13870	sensitive
573.14479	sensitive
573.14073	sensitive
573.13046	sensitive
573.13874	sensitive
573.13422	sensitive
573.14328	sensitive
573.15654	sensitive
573.14334	sensitive
1284833.4	sensitive
1284834.3	sensitive
573.14059	sensitive
1284797.4	sensitive
573.13853	sensitive
573.5711	sensitive
573.15734	sensitive
573.14493	sensitive
573.13627	sensitive
573.13104	sensitive
573.13103	sensitive
573.13102	sensitive
573.13100	sensitive
573.14297	sensitive
573.13614	sensitive
573.14108	sensitive
573.14302	sensitive
573.13834	sensitive
573.14305	sensitive
573.13608	sensitive
573.14499	sensitive
573.13844	sensitive
573.13845	sensitive
573.13081	sensitive
573.14309	sensitive
573.15730	sensitive
573.13074	sensitive
573.13401	sensitive
573.13370	sensitive
573.13576	sensitive
573.13897	sensitive
573.15563	sensitive
573.15566	sensitive
573.15622	sensitive
573.15570	sensitive
573.15544	sensitive
573.15552	sensitive
573.15557	sensitive
573.15627	sensitive
573.15620	sensitive
573.15628	sensitive
573.15553	sensitive
573.15619	sensitive
573.13556	sensitive
573.15615	sensitive
573.15545	sensitive
573.15558	sensitive
573.15607	sensitive
573.15546	sensitive
573.15554	sensitive
573.15556	sensitive
573.14463	sensitive
573.15548	sensitive
573.15569	sensitive
573.14047	sensitive
573.15549	sensitive
573.15555	sensitive
573.15564	sensitive
573.15598	sensitive
573.15539	sensitive
573.15541	sensitive
573.15560	sensitive
573.13456	sensitive
573.15538	sensitive
573.15542	sensitive
573.15547	sensitive
573.15551	sensitive
573.15561	sensitive
573.15565	sensitive
573.15568	sensitive
573.15543	sensitive
573.15550	sensitive
573.15562	sensitive
573.15540	sensitive
573.13366	sensitive
573.13118	sensitive
573.15537	sensitive
573.15506	sensitive
573.13763	sensitive
573.13325	sensitive
573.14171	sensitive
573.14170	sensitive
573.13664	sensitive
573.13663	sensitive
573.7025	sensitive
573.13662	sensitive
573.7030	sensitive
573.13660	sensitive
573.13199	sensitive
573.13198	sensitive
573.13651	sensitive
573.13346	sensitive
573.14150	sensitive
573.12771	sensitive
573.13642	sensitive
573.13639	sensitive
573.13671	sensitive
573.13801	sensitive
573.13672	sensitive
573.13752	sensitive
573.13277	sensitive
573.13275	sensitive
573.15444	sensitive
573.13705	sensitive
573.13286	sensitive
573.13719	sensitive
573.13701	sensitive
573.14229	sensitive
573.15460	sensitive
573.15458	sensitive
573.13726	sensitive
573.15469	sensitive
573.13730	sensitive
573.14201	sensitive
573.13732	sensitive
573.14237	sensitive
573.13739	sensitive
573.13745	sensitive
573.13748	sensitive
573.15495	sensitive
573.13358	sensitive
573.5827	sensitive
573.5724	sensitive
573.15624	sensitive
573.13141	sensitive
573.15596	sensitive
573.14135	sensitive
573.15594	sensitive
573.13137	sensitive
573.13511	sensitive
573.13134	sensitive
573.15623	sensitive
573.15608	sensitive
573.13129	sensitive
573.15597	sensitive
573.15601	sensitive
573.15533	sensitive
573.15611	sensitive
573.15610	sensitive
573.13123	sensitive
573.15612	sensitive
573.15536	sensitive
573.15535	sensitive
573.15534	sensitive
573.15531	sensitive
573.13146	sensitive
573.15511	sensitive
573.15513	sensitive
573.13637	sensitive
573.15515	sensitive
573.15516	sensitive
573.15518	sensitive
573.15519	sensitive
573.15520	sensitive
573.15523	sensitive
573.15559	sensitive
573.15514	sensitive
573.15517	sensitive
573.15521	sensitive
573.15522	sensitive
573.15524	sensitive
573.15525	sensitive
573.15526	sensitive
573.15527	sensitive
573.15528	sensitive
573.15529	sensitive
573.15605	sensitive
573.15567	sensitive
573.13279	sensitive
573.15587	sensitive
573.14376	sensitive
573.13000	sensitive
573.5702	sensitive
573.5793	sensitive
573.5809	sensitive
573.5695	sensitive
573.12959	sensitive
573.13527	sensitive
573.5814	sensitive
573.14411	sensitive
573.5795	sensitive
573.13995	sensitive
573.13993	sensitive
573.12979	sensitive
573.13498	sensitive
573.14387	sensitive
573.13501	sensitive
573.13521	sensitive
573.14410	sensitive
573.5797	sensitive
573.13480	sensitive
573.12988	sensitive
573.12865	sensitive
573.15574	sensitive
573.12985	sensitive
573.15579	sensitive
573.15584	sensitive
573.15591	sensitive
573.15575	sensitive
573.15585	sensitive
573.15586	sensitive
573.14440	sensitive
573.14027	sensitive
573.13924	sensitive
573.13925	sensitive
573.14365	sensitive
573.13928	sensitive
573.14431	sensitive
573.14428	sensitive
573.14013	sensitive
573.12910	sensitive
573.13021	sensitive
573.5828	sensitive
573.12937	sensitive
573.12859	sensitive
573.13003	sensitive
573.12955	sensitive
573.13013	sensitive
573.12965	sensitive
573.12960	sensitive
573.5709	sensitive
573.12902	sensitive
573.12927	sensitive
573.12968	sensitive
573.12882	sensitive
573.12917	sensitive
573.12881	sensitive
573.12873	sensitive
573.12863	sensitive
573.12935	sensitive
573.12890	sensitive
573.13002	sensitive
573.12980	sensitive
573.12961	sensitive
573.5707	sensitive
573.15589	sensitive
573.12872	sensitive
573.13514	sensitive
573.5673	sensitive
573.5804	sensitive
573.13017	sensitive
573.5694	sensitive
573.5676	sensitive
573.5712	sensitive
573.13967	sensitive
573.13980	sensitive
573.13508	sensitive
573.12954	sensitive
573.12963	sensitive
573.13006	sensitive
573.12941	sensitive
573.12962	sensitive
573.13027	sensitive
573.13005	sensitive
573.12926	sensitive
573.12986	sensitive
573.12967	sensitive
573.13009	sensitive
573.12915	sensitive
573.13935	sensitive
573.12904	sensitive
573.12906	sensitive
573.12940	sensitive
573.12998	sensitive
573.15590	sensitive
573.12951	sensitive
573.12928	sensitive
573.12921	sensitive
573.12996	sensitive
573.12943	sensitive
573.13004	sensitive
573.12939	sensitive
573.12907	sensitive
573.12889	sensitive
573.12934	sensitive
573.12989	sensitive
573.12908	sensitive
573.12950	sensitive
573.12871	sensitive
573.12883	sensitive
573.15621	sensitive
573.12912	sensitive
573.12868	sensitive
573.15617	sensitive
573.12875	sensitive
573.12933	sensitive
573.12925	sensitive
