1496.2126	sensitive
1496.1411	sensitive
1496.1415	sensitive
1496.1418	sensitive
1496.1419	sensitive
1496.1421	sensitive
1496.1422	sensitive
1496.1426	sensitive
1496.1427	sensitive
1496.1428	sensitive
1496.1412	sensitive
1496.1430	sensitive
1496.1435	sensitive
1496.1379	sensitive
1496.1439	sensitive
1496.1440	sensitive
1496.1442	sensitive
1496.1441	sensitive
1496.1444	sensitive
1496.1446	sensitive
1496.1447	sensitive
1496.1432	sensitive
1496.1448	sensitive
1496.1410	sensitive
1496.1408	sensitive
1496.1380	sensitive
1496.1383	sensitive
1496.1385	sensitive
1496.1387	sensitive
1496.1388	sensitive
1496.1390	sensitive
1496.1392	sensitive
1496.1391	sensitive
1496.1393	sensitive
1496.1409	sensitive
1496.1397	sensitive
1496.1399	sensitive
1496.1400	sensitive
1496.1401	sensitive
1496.1402	sensitive
1496.1403	sensitive
1496.1405	sensitive
1496.1404	sensitive
1496.1406	sensitive
1496.1407	sensitive
1496.1396	sensitive
1496.1449	sensitive
1496.1437	sensitive
1496.1451	sensitive
1496.1468	sensitive
1496.1469	sensitive
1496.1450	sensitive
1496.1473	sensitive
1496.1474	sensitive
1496.1475	sensitive
1496.1477	sensitive
1496.1478	sensitive
1496.1479	sensitive
1496.1481	sensitive
1496.1483	sensitive
1496.1485	sensitive
1496.1486	sensitive
1496.1493	sensitive
1496.1490	sensitive
1496.1488	sensitive
1496.1489	sensitive
1496.1491	sensitive
1496.1494	sensitive
1496.1470	sensitive
1496.1466	sensitive
1496.1378	sensitive
1496.1462	sensitive
1496.1458	sensitive
1496.1464	sensitive
1496.1459	sensitive
1496.1453	sensitive
1496.1463	sensitive
1496.1461	sensitive
1496.1487	resistant
1496.1395	resistant
1496.1394	resistant
1496.1456	resistant
1496.1455	resistant
1496.1495	resistant
1496.1443	resistant
1496.1425	resistant
1496.1389	resistant
1496.1484	resistant
1496.1492	resistant
1496.1384	resistant
1496.1386	resistant
1496.1445	resistant
1496.1382	resistant
1496.1381	resistant
1496.1452	resistant
1496.1454	resistant
1496.1398	resistant
1496.1438	resistant
1496.1482	resistant
1496.1424	resistant
1496.1423	resistant
1496.1467	resistant
1496.1420	resistant
1496.1429	resistant
1496.1417	resistant
1496.1416	resistant
1496.1414	resistant
1496.1457	resistant
1496.1471	resistant
1496.1431	resistant
1496.1433	resistant
1496.1434	resistant
1496.1476	resistant
1496.1436	resistant
1496.1460	resistant
1496.1480	resistant
1496.1465	resistant
1496.1472	resistant
1496.1413	resistant
1496.1231	sensitive
1496.1121	sensitive
1496.991	sensitive
1496.943	sensitive
1496.927	sensitive
1496.1126	sensitive
1496.908	sensitive
1496.909	sensitive
1496.910	sensitive
1496.1212	sensitive
1496.1206	sensitive
1496.1129	sensitive
1496.1131	sensitive
1496.1119	sensitive
1496.1227	sensitive
1496.945	sensitive
1496.928	sensitive
1496.970	sensitive
1496.932	sensitive
1496.1207	sensitive
1496.1133	sensitive
1496.1134	sensitive
1496.1135	sensitive
1496.1244	sensitive
1496.933	sensitive
1496.953	sensitive
1496.1136	sensitive
1496.944	sensitive
1496.1115	sensitive
1496.958	sensitive
1496.1114	sensitive
1496.969	sensitive
1496.1061	sensitive
1496.1110	sensitive
1496.1107	sensitive
1496.1062	sensitive
1496.997	sensitive
1496.1079	sensitive
1496.1162	sensitive
1496.1081	sensitive
1496.1082	sensitive
1496.1083	sensitive
1496.1238	sensitive
1496.1088	sensitive
1496.1220	sensitive
1496.907	sensitive
1496.1090	sensitive
1496.1091	sensitive
1496.1095	sensitive
1496.1097	sensitive
1496.1098	sensitive
1496.1099	sensitive
1496.979	sensitive
1496.1100	sensitive
1496.999	sensitive
1496.1103	sensitive
1496.1104	sensitive
1496.1113	sensitive
1496.1138	sensitive
1496.1139	sensitive
1496.1140	sensitive
1496.1141	sensitive
1496.1184	sensitive
1496.1185	sensitive
1496.977	sensitive
1496.1021	sensitive
1496.1022	sensitive
1496.993	sensitive
1496.1023	sensitive
1496.1217	sensitive
1496.938	sensitive
1496.1241	sensitive
1496.940	sensitive
1496.1187	sensitive
1496.1017	sensitive
1496.1188	sensitive
1496.1004	sensitive
1496.994	sensitive
1496.1243	sensitive
1496.951	sensitive
1496.952	sensitive
1496.984	sensitive
1496.1156	sensitive
1496.1190	sensitive
1496.1111	sensitive
